curriculum_version,path_id,path_title,path_tagline,unit_sort_order,unit_id,unit_title,unit_description,unit_badge,phase_key,phase_title,is_review,is_phase_review,lesson_count,word_index,word_id,word_display_name,word_type,phrase_components
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,1,p1-u01,Getting Started,"Your first signs, greetings, and introductions.",Starter,first_conversations,First Conversations,False,False,3,20,mynameis,My Name Is,phrase,my;name
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,1,p1-u01,Getting Started,"Your first signs, greetings, and introductions.",Starter,first_conversations,First Conversations,False,False,3,21,nicetomeetyou,Nice To Meet You,phrase,nice;meet;you
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,1,p1-u01,Getting Started,"Your first signs, greetings, and introductions.",Starter,first_conversations,First Conversations,False,False,3,22,howareyou,How Are You,phrase,how;are;you
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,1,p1-u01,Getting Started,"Your first signs, greetings, and introductions.",Starter,first_conversations,First Conversations,False,False,3,23,imfine,I'm Fine,phrase,i;fine
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,1,p1-u01,Getting Started,"Your first signs, greetings, and introductions.",Starter,first_conversations,First Conversations,False,False,3,24,signslow,Sign Slow,phrase,sign;slow
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,1,yes,Yes,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,2,no,No,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,3,ok,Ok,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,4,sure,Sure,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,5,really,Really,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,6,wow,Wow,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,7,dontknow,Don't Know,phrase,i;know
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,8,notyet,Not Yet,phrase,no;notyet
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,9,samehere,Same Here,phrase,same;here
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,10,excuseme,Excuse Me,phrase,excuseme
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,11,seeyoulater,See You Later,phrase,see;you;later
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,12,have,Have,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,13,havegoodday,Have A Good Day,phrase,have;a;good;day
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,14,signagain,Sign Again,phrase,sign;again
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,15,nicetoseeyou,Nice To See You,phrase,nice;see;you
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,16,alright,Alright,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,17,cool,Cool,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,18,awesome,Awesome,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,2,p1-u02,Everyday Replies,"Yes, no, and everyday responses.",Chatty,first_conversations,First Conversations,False,False,3,19,funny,Funny,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,1,i,I,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,2,you,You,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,3,we,We,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,4,he,He,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,5,she,She,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,6,they,They,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,7,my,My,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,8,your,Your,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,9,our,Our,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,10,his,His,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,3,p1-u03,You & Me,Pronouns and possessives.,Subject,first_conversations,First Conversations,False,False,3,11,their,Their,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,1,again,Again,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,2,wait,Wait,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,3,need,Need,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,4,slow,Slow,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,5,help,Help,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,6,understand,Understand,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,7,idontunderstand,I Don't Understand,phrase,i;understand
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,8,ineedhelp,I Need Help,phrase,i;need;help
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,9,canyouhelpme,Can You Help Me,phrase,you;help;me
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,10,pleasehelpme,Please Help Me,phrase,please;help;me
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,11,little,Little,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,12,repeat,Repeat,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,13,that,That,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,14,call,Call,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,15,nineoneone,911,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,16,isignalittle,I Sign A Little,phrase,i;sign;little
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,17,canyourepeatthat,Can You Repeat That?,phrase,you;repeat;that
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,18,pleasesignslower,Please Sign Slower,phrase,please;sign;slow
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,19,call911,Call 911,phrase,call;nineoneone
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,20,howyousignthat,How Do You Sign That,phrase,how;you;sign
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,21,police,Police,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,4,p1-u73,Getting Help,"Ask for help, clarity, and safety.",Survival,first_conversations,First Conversations,False,False,3,22,emergency,Emergency,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,1,fine,Fine,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,2,good,Good,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,3,great,Great,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,4,bad,Bad,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,5,happy,Happy,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,6,sad,Sad,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,7,tired,Tired,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,8,angry,Angry,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,9,scared,Scared,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,10,excited,Excited,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,11,worry,Worry,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,12,nervous,Nervous,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,13,imgood,I'm Good,phrase,i;good
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,14,goodmorning,Good Morning,phrase,good;morning
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,15,goodnight,Good Night,phrase,good;night
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,16,imtired,I'm Tired,phrase,i;tired
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,17,imhappy,I'm Happy,phrase,i;happy
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,18,imsad,I'm Sad,phrase,i;sad
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,19,imangry,I'm Angry,phrase,i;angry
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,20,imscared,I'm Scared,phrase,i;scared
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,21,imexcited,I'm Excited,phrase,i;excited
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,22,imnervous,I'm Nervous,phrase,i;nervous
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,23,bored,Bored,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,24,lonely,Lonely,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,25,jealous,Jealous,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,26,embarrass,Embarrass,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,27,frustrate,Frustrate,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,28,surprise,Surprise,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,29,confident,Confident,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,30,humble,Humble,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,31,lazy,Lazy,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,32,stubborn,Stubborn,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,33,curious,Curious,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,34,serious,Serious,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,35,remember,Remember,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,5,p1-u06,Feelings & Emotions,How you feel and express personality.,Mood,first_conversations,First Conversations,False,False,3,36,forget,Forget,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,1,person,Person,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,2,people,People,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,3,myself,Myself,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,4,yourself,Yourself,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,5,sign,Sign,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,6,nice,Nice,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,7,meet,Meet,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,8,introduce,Introduce,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,9,what,What,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,10,where,Where,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,11,when,When,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,12,who,Who,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,13,why,Why,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,14,how,How,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,15,which,Which,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,16,many,Many,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,17,whatisyourname,What's Your Name,phrase,what;your;name
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,18,whatsthat,What's That,phrase,what;that
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,19,whatdoesthatmean,What Does That Mean,phrase,what;that
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,20,howmany,How Many?,phrase,how;many
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,21,whereareyou,Where Are You?,phrase,where;you
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,22,from,From,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,23,doing,Doing,word,
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,24,whereareyoufrom,Where Are You From?,phrase,where;you;from
6.0.0,path1,Learn ASL,Bite-sized units across every part of daily ASL.,6,p1-u05,Meet People,"Introductions, questions, and phrases.",Introducer,first_conversations,First Conversations,False,False,3,25,imfrom,I'm From ___,phrase,i;from
